source,timestamp,number_plate,confidence,image_path
./inputs/test1.mp4,2024-05-05 12:19:11,H01MT21,0.6686858534812927,tmp\frame_268.jpg
./inputs/test1.mp4,2024-05-05 12:19:14,E6834,0.6333656311035156,tmp\frame_292.jpg
./inputs/test1.mp4,2024-05-05 12:19:15,E48KK20,0.5618345141410828,tmp\frame_293.jpg
./inputs/test1.mp4,2024-05-05 12:19:15,K678EK31,0.5891039967536926,tmp\frame_294.jpg
./inputs/test1.mp4,2024-05-05 12:19:16,C478EE34,0.7020872235298157,tmp\frame_295.jpg
./inputs/test1.mp4,2024-05-05 12:19:17,K478EE24,0.6586108803749084,tmp\frame_297.jpg
./inputs/test1.mp4,2024-05-05 12:19:17,E673EE25,0.45287519693374634,tmp\frame_298.jpg
./inputs/test1.mp4,2024-05-05 12:19:18,A98CK20,0.7386282682418823,tmp\frame_300.jpg
./inputs/test1.mp4,2024-05-05 12:19:18,K671CE74,0.7630942463874817,tmp\frame_301.jpg
./inputs/test1.mp4,2024-05-05 12:19:19,A670M225,0.7742341756820679,tmp\frame_302.jpg
./inputs/test1.mp4,2024-05-05 12:19:19,E676CC74,0.7873580455780029,tmp\frame_303.jpg
./inputs/test1.mp4,2024-05-05 12:19:20,E678CE20,0.7498853802680969,tmp\frame_304.jpg
./inputs/test1.mp4,2024-05-05 12:19:20,E678CE20,0.778130054473877,tmp\frame_305.jpg
./inputs/test1.mp4,2024-05-05 12:19:21,T67CC21,0.7700891494750977,tmp\frame_306.jpg
./inputs/test1.mp4,2024-05-05 12:19:21,A678KC2,0.7397623658180237,tmp\frame_307.jpg
./inputs/test1.mp4,2024-05-05 12:19:21,E670CC70,0.7102483510971069,tmp\frame_308.jpg
./inputs/test1.mp4,2024-05-05 12:19:22,A792C28,0.6836241483688354,tmp\frame_309.jpg
./inputs/test1.mp4,2024-05-05 12:19:22,P600CC1,0.7178091406822205,tmp\frame_310.jpg
./inputs/test1.mp4,2024-05-05 12:19:23,E676CE20,0.742870569229126,tmp\frame_311.jpg
./inputs/test1.mp4,2024-05-05 12:19:23,E676CE20,0.7461779713630676,tmp\frame_312.jpg
./inputs/test1.mp4,2024-05-05 12:19:24,E670CC74,0.7245540022850037,tmp\frame_313.jpg
./inputs/test1.mp4,2024-05-05 12:19:25,E676CC70,0.6261453628540039,tmp\frame_316.jpg
./inputs/test1.mp4,2024-05-05 12:19:26,E678CC74,0.6157689690589905,tmp\frame_318.jpg
./inputs/test1.mp4,2024-05-05 12:19:26,E678CC74,0.498418390750885,tmp\frame_319.jpg
./inputs/test1.mp4,2024-05-05 12:19:27,E676CC215,0.6752910017967224,tmp\frame_322.jpg
./inputs/test1.mp4,2024-05-05 12:19:28,A678CC24,0.736860990524292,tmp\frame_323.jpg
./inputs/test1.mp4,2024-05-05 12:19:28,E670CC716,0.761511504650116,tmp\frame_324.jpg
./inputs/test1.mp4,2024-05-05 12:19:29,E678CC35,0.7655502557754517,tmp\frame_325.jpg
./inputs/test1.mp4,2024-05-05 12:19:29,E678CC70,0.7587487697601318,tmp\frame_326.jpg
./inputs/test1.mp4,2024-05-05 12:19:29,E678CC70,0.6837564706802368,tmp\frame_327.jpg
./inputs/test1.mp4,2024-05-05 12:19:30,E678CC714,0.7398121356964111,tmp\frame_329.jpg
./inputs/test1.mp4,2024-05-05 12:19:31,E678CC24,0.7553932666778564,tmp\frame_330.jpg
./inputs/test1.mp4,2024-05-05 12:19:31,E678CC716,0.7822206020355225,tmp\frame_331.jpg
./inputs/test1.mp4,2024-05-05 12:19:32,E678CC714,0.7784037590026855,tmp\frame_332.jpg
./inputs/test1.mp4,2024-05-05 12:19:32,E678CC716,0.737396776676178,tmp\frame_333.jpg
./inputs/test1.mp4,2024-05-05 12:19:32,E678CC716,0.7787479162216187,tmp\frame_334.jpg
./inputs/test1.mp4,2024-05-05 12:19:33,E678CC716,0.7680713534355164,tmp\frame_335.jpg
./inputs/test1.mp4,2024-05-05 12:19:33,E678CC716,0.7793117165565491,tmp\frame_336.jpg
./inputs/test1.mp4,2024-05-05 12:19:34,E678CC716,0.7828416228294373,tmp\frame_337.jpg
./inputs/test1.mp4,2024-05-05 12:19:35,E678CC716,0.7747621536254883,tmp\frame_340.jpg
./inputs/test1.mp4,2024-05-05 12:19:35,E678CC716,0.7882009148597717,tmp\frame_341.jpg
./inputs/test1.mp4,2024-05-05 12:19:36,E678CC716,0.7966548204421997,tmp\frame_342.jpg
./inputs/test1.mp4,2024-05-05 12:19:36,E678CC716,0.8074334859848022,tmp\frame_343.jpg
./inputs/test1.mp4,2024-05-05 12:19:51,E57CC45,0.8679309487342834,tmp\frame_379.jpg
./inputs/test2.mp4,2024-05-05 12:20:03,E515TY123,0.8515395522117615,tmp\frame_34.jpg
./inputs/test2.mp4,2024-05-05 12:20:04,E515TY123,0.8515352010726929,tmp\frame_35.jpg
./inputs/test2.mp4,2024-05-05 12:20:04,E515TY123,0.8515675663948059,tmp\frame_36.jpg
./inputs/test2.mp4,2024-05-05 12:20:05,E515TY123,0.8328431844711304,tmp\frame_37.jpg
./inputs/test2.mp4,2024-05-05 12:20:05,E515TY123,0.8328272104263306,tmp\frame_38.jpg
./inputs/test2.mp4,2024-05-05 12:20:06,E515TY123,0.8330857753753662,tmp\frame_39.jpg
./inputs/test2.mp4,2024-05-05 12:20:06,E515TY123,0.8330070376396179,tmp\frame_40.jpg
./inputs/test2.mp4,2024-05-05 12:20:07,E515TY123,0.8329886198043823,tmp\frame_41.jpg
./inputs/test2.mp4,2024-05-05 12:20:07,E515TY123,0.8327818512916565,tmp\frame_42.jpg
./inputs/test2.mp4,2024-05-05 12:20:08,E515TY123,0.8231224417686462,tmp\frame_43.jpg
./inputs/test2.mp4,2024-05-05 12:20:08,E515TY123,0.822805643081665,tmp\frame_44.jpg
./inputs/test2.mp4,2024-05-05 12:20:09,E515TY123,0.8232662677764893,tmp\frame_45.jpg
./inputs/test2.mp4,2024-05-05 12:20:09,E515TY123,0.8231611251831055,tmp\frame_46.jpg
./inputs/test2.mp4,2024-05-05 12:20:10,E515TY123,0.8232687711715698,tmp\frame_47.jpg
./inputs/test2.mp4,2024-05-05 12:20:10,E515TY123,0.8232090473175049,tmp\frame_48.jpg
./inputs/test2.mp4,2024-05-05 12:20:11,E515TY123,0.8099485039710999,tmp\frame_49.jpg
./inputs/test2.mp4,2024-05-05 12:20:11,E515TY123,0.8097188472747803,tmp\frame_50.jpg
./inputs/test2.mp4,2024-05-05 12:20:12,E515TY123,0.809772253036499,tmp\frame_51.jpg
./inputs/test2.mp4,2024-05-05 12:20:12,E515TY123,0.8098831176757812,tmp\frame_52.jpg
./inputs/test2.mp4,2024-05-05 12:20:13,E515TY123,0.8099558353424072,tmp\frame_53.jpg
./inputs/test2.mp4,2024-05-05 12:20:14,E515TY123,0.8099244832992554,tmp\frame_54.jpg
./inputs/test2.mp4,2024-05-05 12:20:14,E515TY123,0.8094554543495178,tmp\frame_55.jpg
./inputs/test2.mp4,2024-05-05 12:20:15,E515TY123,0.8095647692680359,tmp\frame_56.jpg
./inputs/test2.mp4,2024-05-05 12:20:15,E515TY123,0.8091718554496765,tmp\frame_57.jpg
./inputs/test2.mp4,2024-05-05 12:20:16,E515TY123,0.8093902468681335,tmp\frame_58.jpg
./inputs/test2.mp4,2024-05-05 12:20:16,E515TY123,0.8092356324195862,tmp\frame_59.jpg
./inputs/test2.mp4,2024-05-05 12:20:17,E515TY123,0.806209921836853,tmp\frame_60.jpg
./inputs/test2.mp4,2024-05-05 12:20:17,E515TY123,0.8061854839324951,tmp\frame_61.jpg
./inputs/test2.mp4,2024-05-05 12:20:18,E515TY123,0.8142303228378296,tmp\frame_62.jpg
./inputs/test2.mp4,2024-05-05 12:20:18,E515TY123,0.8143469095230103,tmp\frame_63.jpg
./inputs/test2.mp4,2024-05-05 12:20:19,E515TY123,0.8142756223678589,tmp\frame_64.jpg
