source,timestamp,number_plate,confidence,image_path
./inputs/test2.mp4,2024-05-05 12:20:19,E515TY123,0.8151224851608276,tmp\frame_65.jpg
./inputs/test2.mp4,2024-05-05 12:20:20,E515TY123,0.8154354691505432,tmp\frame_66.jpg
./inputs/test2.mp4,2024-05-05 12:20:20,E515TY123,0.7913206815719604,tmp\frame_67.jpg
./inputs/test2.mp4,2024-05-05 12:20:21,E515TY123,0.7912793755531311,tmp\frame_68.jpg
./inputs/test2.mp4,2024-05-05 12:20:21,E515TY123,0.7911864519119263,tmp\frame_69.jpg
./inputs/test2.mp4,2024-05-05 12:20:22,E515TY123,0.7912467122077942,tmp\frame_70.jpg
./inputs/test2.mp4,2024-05-05 12:20:22,E515TY123,0.7911862730979919,tmp\frame_71.jpg
./inputs/test2.mp4,2024-05-05 12:20:23,E515TY123,0.7911779880523682,tmp\frame_72.jpg
./inputs/test2.mp4,2024-05-05 12:20:24,E515TY123,0.7913765907287598,tmp\frame_73.jpg
./inputs/test2.mp4,2024-05-05 12:20:24,E515TY123,0.7981475591659546,tmp\frame_74.jpg
./inputs/test2.mp4,2024-05-05 12:20:25,E515TY123,0.7982207536697388,tmp\frame_75.jpg
./inputs/test2.mp4,2024-05-05 12:20:25,E515TY123,0.7982021570205688,tmp\frame_76.jpg
./inputs/test2.mp4,2024-05-05 12:20:26,E515TY123,0.7978014945983887,tmp\frame_77.jpg
./inputs/test2.mp4,2024-05-05 12:20:27,E515TY123,0.7976282238960266,tmp\frame_78.jpg
./inputs/test2.mp4,2024-05-05 12:20:27,E515TY123,0.7976669073104858,tmp\frame_79.jpg
./inputs/test2.mp4,2024-05-05 12:20:28,E515TY123,0.7992693185806274,tmp\frame_80.jpg
./inputs/test2.mp4,2024-05-05 12:20:28,E515TY123,0.7987644076347351,tmp\frame_81.jpg
./inputs/test2.mp4,2024-05-05 12:20:29,E515TT123,0.7987947463989258,tmp\frame_82.jpg
./inputs/test2.mp4,2024-05-05 12:20:29,E515TY123,0.7986561059951782,tmp\frame_83.jpg
./inputs/test2.mp4,2024-05-05 12:20:30,E515TY123,0.7988185286521912,tmp\frame_84.jpg
./inputs/test2.mp4,2024-05-05 12:20:31,E515TT123,0.5961492657661438,tmp\frame_85.jpg
./inputs/test2.mp4,2024-05-05 12:20:31,E515TT123,0.5989588499069214,tmp\frame_86.jpg
./inputs/test2.mp4,2024-05-05 12:20:32,E515TT123,0.6095030903816223,tmp\frame_87.jpg
./inputs/test2.mp4,2024-05-05 12:20:33,E515TT123,0.6124814748764038,tmp\frame_88.jpg
./inputs/test2.mp4,2024-05-05 12:20:33,E515TT123,0.6147620677947998,tmp\frame_89.jpg
./inputs/test2.mp4,2024-05-05 12:20:34,E51TT123,0.6419656276702881,tmp\frame_90.jpg
./inputs/test2.mp4,2024-05-05 12:20:34,E51TT123,0.6421845555305481,tmp\frame_91.jpg
./inputs/test2.mp4,2024-05-05 12:20:35,E515TT123,0.7585957646369934,tmp\frame_92.jpg
./inputs/test2.mp4,2024-05-05 12:20:35,E515TT133,0.7579697370529175,tmp\frame_93.jpg
./inputs/test2.mp4,2024-05-05 12:20:36,E515T123,0.7578557133674622,tmp\frame_94.jpg
./inputs/test2.mp4,2024-05-05 12:20:37,E515TT133,0.7564367055892944,tmp\frame_95.jpg
./inputs/test2.mp4,2024-05-05 12:20:37,E515TT133,0.756652295589447,tmp\frame_96.jpg
./inputs/test2.mp4,2024-05-05 12:20:38,E515TT133,0.7562577128410339,tmp\frame_97.jpg
./inputs/test2.mp4,2024-05-05 12:20:39,B515TT103,0.766629695892334,tmp\frame_98.jpg
./inputs/test2.mp4,2024-05-05 12:20:39,B515TT103,0.7663429975509644,tmp\frame_99.jpg
./inputs/test2.mp4,2024-05-05 12:20:40,B515TT103,0.7665428519248962,tmp\frame_100.jpg
./inputs/test2.mp4,2024-05-05 12:20:40,E515MT103,0.7666452527046204,tmp\frame_101.jpg
./inputs/test2.mp4,2024-05-05 12:20:41,E515MT103,0.7665485143661499,tmp\frame_102.jpg
./inputs/test2.mp4,2024-05-05 12:20:42,E515MT103,0.7666704654693604,tmp\frame_103.jpg
./inputs/test2.mp4,2024-05-05 12:20:42,E511MY03,0.7139813899993896,tmp\frame_104.jpg
./inputs/test2.mp4,2024-05-05 12:20:43,E511MY03,0.7135784029960632,tmp\frame_105.jpg
./inputs/test2.mp4,2024-05-05 12:20:43,E511MY03,0.7139618992805481,tmp\frame_106.jpg
./inputs/test2.mp4,2024-05-05 12:20:44,E515TM03,0.7138084173202515,tmp\frame_107.jpg
./inputs/test2.mp4,2024-05-05 12:20:44,E511TT03,0.713116466999054,tmp\frame_108.jpg
./inputs/test2.mp4,2024-05-05 12:20:45,E511TT03,0.7126300930976868,tmp\frame_109.jpg
